index,name,artist,release_date,length,popularity,tempo,time_signature
3224,Shelter from the Storm,Bob Dylan,1975,5.018883333,63,106.574,4
3225,Roadrunner,The Modern Lovers,1976,4.107333333,59,75.542,4
3226,Nice To Luv You,54-40,1992,4.372666667,29,117.974,4
3227,Most People I Know,Billy Thorpe & The Aztecs,1995,4.283766667,17,121.882,4
3228,"Paris, Texas",Ry Cooder,1995,2.912666667,55,128.713,5
3229,Long Division,Rustic Overtones,2011,4.387766667,10,172.474,4
3230,Zebra,John Butler Trio,2005,3.959,47,78.594,4
3231,That's the Way - Remaster,Led Zeppelin,1970,5.618483333,56,86.926,4
3232,Defy You,The Offspring,2005,3.804,44,92.296,4
3233,How Sweet It Is (To Be Loved By You),Marvin Gaye,1965,2.962883333,60,110.202,4
3234,Holier Than Thou,Metallica,1991,3.794,57,172.15,4
3235,Making Plans For Nigel,XTC,1979,4.23,60,149.97,4
3236,Engel,Rammstein,1997,4.404433333,68,96.072,4
3237,"What God Wants, Pt. I",Roger Waters,1992,6.004883333,38,79.524,4
3238,The Breakup Song,The Greg Kihn Band,1981,2.828216667,57,141.558,4
3239,Apeman - Mono Mix,The Kinks,1970,3.862883333,39,75.609,4
3240,Dizz Knee Land,Dada,1992,4.108883333,51,102.734,4
3241,Turn to Stone,Electric Light Orchestra,1977,3.818216667,62,140.966,4
3242,Behind The Sun,Red Hot Chili Peppers,1987,4.682216667,38,93.437,4
3243,Erase / Rewind,The Cardigans,1998,3.641733333,61,103.642,4
3244,Place Your Hands,Reef,2003,3.62355,53,109.226,4
3245,Stuck Here for Days,The Datsuns,2006,2.969333333,24,138.254,4
3246,Bouncing Off The Walls,Sugarcult,2002,2.354883333,54,150.974,4
3247,Living In The U.S.A.,Steve Miller Band,1968,4.0671,39,83.585,4
3248,I'll Be Waiting,Talisman,1990,2.9571,48,129.794,4
3249,Avalon - Remastered,Roxy Music,1982,4.28065,63,136.67,4
3250,The Fish Cheer & I-Feel-Like-I'm-Fixin'-To-Die Rag - Mono,Country Joe & The Fish,2013,3.791333333,3,206.484,4
3251,Sunburn,Fuel,1998,4.393333333,31,93.573,4
3252,(They Long To Be) Close To You,Carpenters,1970,4.56555,66,89.044,4
3253,Lucky Man,The Verve,1997,4.8931,65,75.989,4
3254,Satellite 15.....The Final Frontier - 2015 Remaster,Iron Maiden,2010,8.67155,38,133.801,4
3255,This Town Ain't Big Enough for the Both of Us (Originally Performed By Sparks) [Full Vocal Version],Paris Music,2013,3.075766667,1,132.077,4
3256,The Riverboat Song,Ocean Colour Scene,1996,4.913333333,54,106.922,3
3257,Time to Waste,Alkaline Trio,2005,4.199766667,44,127.438,4
3258,Since I Left You,The Avalanches,2000,4.3491,36,102.81,4
3259,Ain’t No Mountain High Enough,Bellybuds,2014,3.447333333,22,89.116,4
3260,Rockin' All Over The World,Status Quo,1977,3.588883333,64,131.487,4
3261,Homesick,Soul Asylum,1993,3.58155,15,131.577,4
3262,Someone Saved My Life Tonight,Elton John,1975,6.748883333,53,129.98,4
3263,Got To Choose,KISS,1974,3.9111,32,109.93,4
3264,You Held the World in Your Arms,Idlewild,2002,3.373916667,42,132.877,4
3265,The Way You Do The Things You Do,The Temptations,1964,2.7624,64,124.218,4
3266,Hole In My Soul,Aerosmith,1997,6.168216667,62,75.427,4
3267,Let Me Go,3 Doors Down,2012,4.050883333,53,91.972,4
3268,New Rose,The Damned,1977,2.704,49,173.578,4
3269,Gypsy,Fleetwood Mac,1988,4.4151,74,130.879,4
3270,Over The Hills And Far Away,Gary Moore,1987,5.348883333,56,183.719,3
3271,Snowflake,Mew,1997,3.5171,17,83.95,4
3272,Scars,Papa Roach,2004,3.469766667,66,89.922,4
3273,Stone Cold,Rainbow,1982,5.288433333,50,112.638,4
3274,Planet Earth - 2010 Remaster,Duran Duran,1981,4.054433333,50,131.197,4
3275,I Like It Like That,Various Artists,1987,1.96,35,144.566,4
3276,What a Waster,The Libertines,2007,2.984216667,40,171.796,4
3277,Harvest Moon,Neil Young,1992,5.05355,72,112.929,4
3278,Take the Highway,The Marshall Tucker Band,1973,6.26,46,96.872,4
3279,American High,Machine Head,2001,3.804666667,31,106.85,4
3280,One Big Holiday,My Morning Jacket,2003,5.356216667,52,136.85,4
3281,Who Knows Where The Time Goes?,Fairport Convention,1969,5.099766667,45,144.595,4
3282,Games People Play,Joe South,1968,3.586,46,172.288,4
3283,Remember (Walkin' In The Sand),The Shangri-Las,1996,2.302216667,52,66.344,4
3284,Ain't My Bitch,Metallica,1996,5.073333333,47,157.825,4
3285,Miss Freelove '69,Hoodoo Gurus,1991,4.2091,27,131.333,4
3286,"It's Not the End of the World, But I Can See It from Here",lostprophets,2010,4.324133333,31,184.845,4
3287,The Wanton Song - 1990 Remaster,Led Zeppelin,1975,4.163333333,47,111.097,4
3288,Sophie,Goodshirt,2001,3.716216667,50,169.957,4
3289,M+M's,blink-182,1995,2.662883333,52,159.41,4
3290,Bad Religion,Godsmack,1998,3.2211,51,154.348,4
3291,Gets Me Through,Ozzy Osbourne,2001,5.071333333,45,147.982,4
3292,Skateaway,Dire Straits,1980,6.62555,52,116.599,4
3293,Let Me Entertain You,Robbie Williams,1997,4.366666667,67,125.152,4
3294,The Good Life,Weezer,1996,4.283333333,52,135.76,4
3295,No Lies,Noiseworks,1988,3.90555,47,101.713,4
3296,Wake Up,Rage Against The Machine,1992,6.064216667,64,170.407,4
3297,I'm Sorry,Brenda Lee,1960,2.692433333,57,101.711,3
3298,Cornbag,Head Like A Hole,1995,3.796,16,120.706,4
3299,Simply Irresistible,Robert Palmer,1988,4.238216667,52,142.615,4
3300,Give Wings to My Triumph,Hatebreed,2006,3.092116667,36,168.65,4
3301,Get Your Hands off My Woman - Live,The Darkness,2018,3.757333333,16,166.5,4
3302,Kool Thing,Sonic Youth,1990,4.10555,58,155.197,4
3303,"Hold Me, Thrill Me, Kiss Me, Kill Me - From 'Batman Forever'",U2,2002,4.743333333,50,171.692,4
3304,Darkness on the Edge of Town,Bruce Springsteen,1978,4.540433333,51,171.334,4
3305,Staring at the Sun,TV On The Radio,2003,4.020216667,52,119.224,4
3306,Long White Cross,Pluto,2005,3.425333333,38,95.238,4
3307,Only Time Will Tell,Asia,1982,4.75,55,125.52,4
3308,Inflikted,Cavalera Conspiracy,2007,4.535766667,44,191.775,4
3309,(I'm) Stranded,The Saints,2009,3.5091,41,87.096,4
3310,"Lily, Rosemary and the Jack of Hearts",Bob Dylan,1975,8.852666667,44,126.33,4
3311,Angeles,Elliott Smith,1997,2.9471,54,118.139,4
3312,More Than This - Remastered,Roxy Music,1982,4.51085,66,128.505,4
3313,Space Lord,Monster Magnet,1998,5.932883333,54,95.811,4
3314,Detached,Prong,2003,3.398883333,9,106.006,3
3315,Black Gold,Soul Asylum,1993,3.963766667,21,114.881,4
3316,Heartspark Dollarsign,Everclear,1995,2.86955,34,138.263,4
3317,Feeling That Way,Journey,1978,3.464883333,50,145.629,4
3318,Taylor,Jack Johnson,2003,3.988,60,174.189,4
3319,Air Hostess,Busted,2003,3.962666667,36,186.083,4
3320,We Must Have Blood,Dwarves,1997,2.26155,23,188.509,4
3321,Naive,The Kooks,2006,3.391766667,73,100.304,4
3322,Science Fiction,Divinyls,1983,3.553766667,37,128.32,4
3323,Going Home,Goldfinger,2002,1.594883333,23,105.051,3
3324,How Far We've Come,Matchbox Twenty,2007,3.53755,60,83,4
3325,Queen Bitch - 2015 Remaster,David Bowie,1971,3.341766667,56,137.172,4
3326,Spicks And Specks,Bee Gees,2001,2.858883333,46,122.787,4
3327,2000 Light Years From Home - Remastered 2017 / Stereo,The Rolling Stones,1967,4.748216667,42,122.269,4
3328,Song For Whoever - Single Version,The Beautiful South,1995,4.074433333,28,133.659,4
3329,Wild Frontier - Remastered 2002,Gary Moore,2006,4.262,47,130.035,4
3330,Satisfaction (Isak Original Extended) - Benny Benassi Presents The Biz,Benny Benassi,2003,4.7595,68,130.017,4
3331,Enemy,Sevendust,2003,3.056433333,43,106.89,4
3332,No Children,The Mountain Goats,2002,2.8051,58,84.944,4
3333,This Is How It Goes,Billy Talent,2003,3.452216667,53,107.883,4
3334,Young Man Blues - Live,The Who,1971,4.798666667,33,186.426,4
3335,Alabama Song (Whisky Bar),The Doors,1967,3.29,57,170.676,4
3336,C'mon And Love Me,KISS,1975,2.97,43,130.779,4
3337,Five Years - 2012 Remaster,David Bowie,1972,4.7292,58,152.54,3
3338,Sanctify Yourself,Simple Minds,1985,4.9651,42,128.25,4
3339,The Warmth Of The Sun - Remastered,The Beach Boys,2007,2.834716667,42,203.585,3
3340,Fireworks,The Tragically Hip,1998,3.93955,44,147.477,4
3341,Stick 'Em Up,Quarashi,2011,3.435766667,36,103.937,4
3342,Say It Loud - I'm Black And I'm Proud - Pt. 1,James Brown,2003,2.786433333,47,115.076,4
3343,Wake Up,The Living End,2006,4.524666667,38,115.768,4
3344,I'll Cry For You,Europe,1991,5.354433333,47,99.032,4
3345,Another Day,Dream Theater,1992,4.385333333,55,140.56,4
3346,In The Fade/Feel Good Hit Of The Summer (Reprise),Queens of the Stone Age,2010,4.422433333,50,165.534,4
3347,The Tide Is High,Blondie,1999,3.878883333,57,96.961,4
3348,The After Dinner Payback,From Autumn To Ashes,2004,2.854433333,45,89.706,4
3349,Voices,Disturbed,2010,3.199333333,54,110.007,4
3350,Panic in Detroit - 2013 Remaster,David Bowie,1973,4.477433333,41,93.655,4
3351,Innocent Eyes,Delta Goodrem,2003,3.894883333,41,92.098,4
3352,Voodoo - 2009 Remaster,Black Sabbath,1981,4.540216667,34,102.068,4
3353,Judgment Night,Various Artists,1993,4.57555,41,186.921,4
3354,Whatever Happened To My Rock'N'Roll (Punk Song) - Live,Black Rebel Motorcycle Club,2015,6.244,16,146.837,4
3355,Mama Let Him Play,Doucette,2013,4.407816667,46,136.302,4
3356,Dixie Chicken,Little Feat,1973,3.9851,58,149.702,4
3357,Coalmine,Armchair Cynics,2005,3.4611,15,192.07,4
3358,The Way We Get By,Spoon,2002,2.668216667,54,75.029,4
3359,I'm Still Standing,Elton John,1983,3.057333333,79,176.808,4
3360,So You Want To Be A Rock 'N' Roll Star,Patti Smith,2001,6.046083333,15,149.158,4
3361,Save Your Scissors,City and Colour,2005,4.810433333,46,153.932,4
3362,Happens All the Time,Cold,2005,3.472216667,40,163.727,4
3363,AMERIKA,Rammstein,2004,3.779333333,66,125.023,4
3364,What Light,Wilco,2007,3.5891,31,175.118,3
3365,Home,Daughtry,2006,4.2611,48,143.958,4
3366,Kids In America,Kim Wilde,1993,3.427333333,0,159.332,4
3367,Dancing with the Moonlit Knight - New Stereo Mix,Genesis,1973,8.06755,38,82.089,4
3368,All Night Long,Rainbow,1979,3.842216667,46,128.166,4
3369,With a Thousand Words to Say But One,Darkest Hour,2005,4.36955,37,198.071,4
3370,Many Rivers To Cross,Jimmy Cliff,1970,2.734433333,43,137.76,4
3371,"Summer Breeze, Pts. 1 & 2",The Isley Brothers,1973,6.1951,57,152.276,4
3372,I Want You,Savage Garden,1997,3.867766667,63,106.101,4
3373,So Far Away,Crossfade,2004,3.425333333,51,106.039,4
3374,She Blinded Me With Science - 2009 Remastered Version,Thomas Dolby,1982,3.706433333,49,129.401,4
3375,Feuer frei!,Rammstein,2001,3.143333333,67,95.141,4
3376,Prayer Of The Refugee,Rise Against,2006,3.3231,65,195.711,4
3377,Don't Take Me For A Loser,Gary Moore,1982,4.297766667,22,130.588,4
3378,Special,Garbage,1998,3.72955,43,131.859,4
3379,Round Here,Counting Crows,1993,5.523333333,62,94.203,4
3380,The Fun Lovin' Criminal,Fun Lovin' Criminals,1996,3.2191,48,95.8,4
3381,Give It All,Rise Against,2004,2.848216667,62,103.061,4
3382,Funky Town,Various Artists,1979,4.85355,37,128.015,4
3383,Lovely Rita - Remastered 2009,The Beatles,1967,2.70155,53,87.379,4
3384,Day & Night,Jung Seung Hwan,2020,4.343333333,69,131.954,4
3385,Whole Wide World,Wreckless Eric,1978,2.878883333,49,114.217,4
3386,The Kids Are Alright,The Who,1965,3.128883333,43,134.879,4
3387,Is There A Ghost,Band of Horses,2007,2.994433333,45,135.643,4
3388,Where I End and You Begin,Radiohead,2003,4.488216667,49,121.326,4
3389,Victory Day - Live,Tom Cochrane,1991,5.776883333,10,122.796,4
3390,Faceless,Godsmack,2003,3.5811,41,137.367,4
3391,Victim of Reality,Pennywise,1999,2.472883333,36,93.344,4
3392,Think About You,Guns N' Roses,1987,3.834,54,170.035,4
3393,Move,H-Blockx,1994,4.931916667,36,209.293,4
3394,Same Direction,Hoobastank,2003,3.254883333,55,169.024,4
3395,Solid Rock - Remastered Version,Goanna,2003,4.5871,58,148.996,4
3396,Horror Movie - 2015 Remaster,Skyhooks,2015,3.835333333,30,140.052,4
3397,Love Alive,Heart,1977,4.304433333,40,91.047,4
3398,Drown,The Smashing Pumpkins,2001,4.506666667,62,144,4
3399,Battle Scar,Max Webster,1980,5.8471,28,128.179,4
3400,I Can't Make You Love Me,Bonnie Raitt,1991,5.549333333,68,124.689,4
3401,All Summer Long,Kid Rock,2007,4.959766667,74,102.997,4
3402,I Could Be So Good for You - Originally Performed By Dennis Waterman,Sing Karaoke Sing,2012,3.364133333,0,116.067,4
3403,So Fell Autumn Rain,Lake Of Tears,1999,5.369333333,40,114.103,4
3404,Sooner Or Later,Breaking Benjamin,2004,3.646666667,52,92.827,4
3405,Hearts on Fire,HammerFall,2002,3.856433333,62,90.997,4
3406,Hard Luck Woman,KISS,1976,3.577766667,53,124.613,4
3407,With You,Linkin Park,2000,3.387766667,63,196.921,4
3408,I'm So Excited,The Pointer Sisters,1982,3.844,72,184.348,4
3409,Rock Star,Various Artists,2002,3.824433333,47,121.997,4
3410,Savin' Me,Nickelback,2005,3.655333333,65,164.021,4
3411,Rocky Mountain Way,Triumph,1977,4.1091,29,84.142,4
3412,Let's Stick Together,Bryan Ferry,1976,2.986,58,120.115,4
3413,Nobody's Wife,Anouk,1998,3.429333333,30,98.028,4
3414,The Wild Boys,Duran Duran,1998,4.293333333,56,115.689,4
3415,Lowdown,Boz Scaggs,1976,5.260666667,63,116.499,4
3416,Coming Back to Life,Pink Floyd,1994,6.320683333,56,176.437,4
3417,Nutbush City Limits,Tina Turner,2008,3.02555,56,153.079,4
3418,Love & Memories,O.A.R.,2012,6.193766667,25,123.952,4
3419,Private Life,Grace Jones,1980,5.225883333,36,132.312,4
3420,Balls to the Wall,Accept,1983,5.71,61,118.287,4
3421,Have Love Will Travel,The Sonics,1965,2.673333333,58,130.195,4
3422,The Mirror's Truth,In Flames,2008,2.995333333,45,180.033,4
3423,Uncertain Smile,The The,1983,6.817766667,49,142.705,4
3424,Freedom! '90 - Remastered,George Michael,2017,6.51435,70,91.691,4
3425,Run Runaway,Slade,1983,5.013333333,49,128.543,4
3426,Anytime - Live,Brian McKnight,2016,5.9391,21,106.406,4
3427,Howzat,Sherbet,1976,3.759333333,49,108.855,4
3428,The Wizard,Uriah Heep,1972,2.990433333,41,138.296,4
3429,Manipulation,Six Feet Under,1997,2.852216667,16,103.893,4
3430,Debris,Faces,1971,4.6071,53,73.738,4
3431,Save Yourself,Stabbing Westward,1998,4.22155,49,110.034,4
3432,How to Make Gravy,Paul Kelly,2019,4.48185,40,95.156,4
3433,Beercan,Beck,1994,4.005333333,41,109.002,4
3434,Mr. Crowley,Ozzy Osbourne,2020,5.044116667,62,108.227,4
3435,Faith,Limp Bizkit,1997,2.441333333,60,93.244,4
3436,Big Star,The Jayhawks,1997,4.405333333,13,136.663,4
3437,Heaven,Bryan Adams,1984,4.056,77,140.059,4
3438,Eternal Flame,The Bangles,2004,3.9671,70,78.988,3
3439,Love Will Come Through,Travis,2003,3.667766667,48,159.415,3
3440,Psycho,System Of A Down,2001,3.764883333,63,146.223,4
3441,Dreams,The Cranberries,1993,4.526,73,128.661,4
3442,Return of the Grievous Angel - Remastered Version,Gram Parsons,1974,4.4371,48,128.821,4
3443,Take Me Home Tonight,Eddie Money,1986,3.519333333,69,132.699,4
3444,Car Wheels On A Gravel Road,Lucinda Williams,1998,4.742666667,51,98.87,4
3445,Free,Cat Power,2003,3.551766667,38,133.625,4
3446,What If,Creed,1999,5.30155,55,149.896,4
3447,Tattva,Kula Shaker,1996,3.751566667,39,98.069,4
3448,She's A Rainbow,The Rolling Stones,2020,4.228666667,56,109.298,4
3449,Dead Souls - 2007 Remaster,Joy Division,1981,4.894883333,39,116.795,4
3450,Drop The Pilot,Joan Armatrading,1983,3.699766667,52,127.887,4
3451,Hot Rod Lincoln,Commander Cody and His Lost Planet Airmen,1971,2.748883333,50,130.246,4
3452,Cover Me,Bruce Springsteen,1984,3.4331,55,120.555,4
3453,Crippled Inside - Remastered 2010,John Lennon,1971,3.8771,47,165.617,4
3454,Chinese Democracy,Guns N' Roses,2008,4.720216667,54,133.94,4
3455,Here I Dreamt I Was an Architect,The Decemberists,2003,4.485766667,50,189.9,4
3456,Simple Song,Rustic Overtones,2011,6.4811,17,96.009,4
3457,Dancing In The Moonlight (It's Caught Me In It's Spotlight),Thin Lizzy,1977,3.410883333,64,145.187,4
3458,Pushin' Too Hard,The Seeds,1966,2.6463,41,143.612,4
3459,Bad Sneakers,Steely Dan,1975,3.332666667,45,113.88,4
3460,I Hate You,The Monks,1966,3.561766667,43,110.646,4
3461,Layin' Pipe,David Wilcox,1987,4.287333333,39,131.845,4
3462,Jesus Built My Hotrod,Ministry,1992,4.876433333,55,125.076,3
3463,Asleep at the Wheel,A Change of Pace,2005,3.17955,21,178.116,4
3464,Pictures Of Matchstick Men,Camper Van Beethoven,1989,4.16155,44,161.593,4
3465,Astronomy,Metallica,1998,6.630666667,46,86.221,4
3466,Check It Out,John Mellencamp,1987,4.320433333,48,105.782,4
3467,Hey Lawdy Mama - Single Version,Steppenwolf,1971,2.979333333,40,98.813,4
3468,Letter From An Occupant,The New Pornographers,2001,3.7671,30,141.855,4
3469,The Rascal King,The Mighty Mighty Bosstones,1997,2.768883333,48,88.187,4
3470,Those Shoes - 2013 Remaster,Eagles,1979,4.913916667,51,156.104,4
3471,House of Fun,Madness,1982,2.9691,44,128.081,4
3472,Only Love Can Break Your Heart,Neil Young,1970,3.143333333,55,110.58,3
3473,Little Wing,Derek & The Dominos,1970,5.552216667,40,133.729,4
3474,Follow - Radio Edit,Breaking Benjamin,2004,3.284,57,106.003,4
3475,The Stake,Steve Miller Band,1978,3.990666667,38,84.75,4
3476,Satellite,Dave Matthews Band,1994,4.860666667,56,125.373,3
3477,I Will Possess Your Heart,Death Cab for Cutie,2008,8.42955,56,133.074,4
3478,Promises In The Dark,Pat Benatar,2008,4.191766667,42,158.035,4
3479,Crash,The Primitives,1996,2.536666667,51,170.004,4
3480,A Man Needs a Maid - 2009 Remaster,Neil Young,1972,4.0371,50,168.257,4
3481,Time to Kill,Gentle Giant,1975,5.052216667,14,107.8,3
3482,Mama Told Me (Not To Come) - Single Version,Three Dog Night,1970,3.31555,59,119.994,4
3483,Rough Boy,ZZ Top,1985,4.819333333,59,157.967,4
3484,Your Love Belongs Under a Rock,The Dirtbombs,2001,2.342433333,17,185.051,4
3485,Young Again,Greg Annussek,2001,2.198433333,0,100.84,4
3486,Let Me Take You Home Tonight,Boston,1976,4.778,49,76.908,4
3487,"Die, All Right!",The Hives,2000,2.762883333,42,89.519,4
3488,Pints of Guinness Make You Strong,Against Me!,2002,2.675333333,48,128.35,4
3489,Cherokee,Europe,1986,4.21555,50,111.118,4
3490,All She Wants To Do Is Dance,Don Henley,1984,4.4851,55,114.932,4
3491,Cats In The Cradle,Ugly Kid Joe,1992,4.03155,65,75.67,4
3492,Rebel Girl,Various Artists,2015,2.622216667,57,134.938,4
3493,Two Out of Three Ain't Bad,Meat Loaf,1977,5.407333333,61,79.873,4
3494,You Can't Stop Me,Guano Apes,2003,3.18355,44,173.71,4
3495,Up with People,Lambchop,2000,6.044883333,47,136.066,4
3496,Bathwater,No Doubt,2000,4.0471,41,145.875,4
3497,God Of Thunder,KISS,1976,4.230666667,49,99.804,4
3498,Calm Like a Bomb,Rage Against The Machine,1999,4.98155,56,149.749,4
3499,In the Blood,Better Than Ezra,1995,4.544,42,150.252,4
3500,Pain,Reamonn,2003,5.040883333,18,175.938,4
3501,Alone with You,Various Artists,2020,3.97,4,147.534,4
3502,Pay to Cum,Bad Brains,1982,1.427333333,41,160.639,4
3503,You Fool No One - Remastered 2008,Deep Purple,1974,4.798433333,37,134.434,4
3504,Rhinoceros - Live,The Smashing Pumpkins,2020,4.8248,4,61.788,3
3505,The Boy with the Thorn in His Side - 2017 Master,The Smiths,1986,3.264666667,55,119.022,4
3506,I'm Goin' Down,Bruce Springsteen,1984,3.484,56,132.812,4
3507,Pusherman,Curtis Mayfield,1972,5.01155,57,126.624,4
3508,She's the One,Bruce Springsteen,1975,4.504433333,46,91.871,4
3509,Sailing,Rod Stewart,1975,4.632666667,69,128.56,4
3510,Not An Addict,K's Choice,1995,4.793333333,46,168.785,4
3511,"Johnny, Are You Queer? (Made Famous by Josie Cotton)",La Douche,2010,2.75555,8,150.335,4
3512,Dead Ringer For Love (Originally Performed by Meat Loaf and Cher),Rock Angels,2014,4.353333333,0,164.354,4
3513,Aja,Steely Dan,1977,8.007766667,45,117.046,4
3514,Autumn Sweater,Yo La Tengo,1997,5.306216667,62,102.09,4
3515,Stand Up,Trapt,2005,3.998883333,42,162.038,4
3516,Empty Pages,Traffic,1970,4.583333333,41,101.23,4
3517,"Everybody's Talkin' - From ""Midnight Cowboy""",Harry Nilsson,1968,2.726433333,67,124.984,4
3518,Big Dipper,Built To Spill,1994,4.163766667,41,117.456,4
3519,Time Machine - 2008 Remaster,Black Sabbath,1992,4.25955,24,80.367,4
3520,Would I Lie to You? - Remastered Version,Eurythmics,1985,4.470666667,54,131.968,4
3521,This Is a Low,Blur,2000,5.01155,36,169.999,4
3522,Tell It Like It Is,Aaron Neville,2000,2.742666667,53,94.214,3
3523,5 Minutes Alone,Pantera,1994,5.790666667,61,95.402,4
3524,Staring At The Sun,U2,1997,4.613333333,54,140.201,4
3525,Odd One,Sick Puppies,2009,3.784,27,180.542,3
3526,Not Fragile,Bachman-Turner Overdrive,1974,4.108433333,39,168.072,4
3527,Poles Apart,Pink Floyd,1994,7.051066667,52,61.418,4
3528,Cuts You Up,Peter Murphy,1989,5.452216667,56,134.467,4
3529,Baby Did a Bad Bad Thing,Chris Isaak,1995,2.90755,50,152.913,4
3530,Awful,Hole,1998,3.266666667,44,136.269,4
3531,Gold Soundz,Pavement,1994,2.661766667,53,126.457,4
3532,Psycho Circus,KISS,1998,5.506,48,121.48,4
3533,Sea Of Sorrow,Alice In Chains,1990,5.8291,51,122.147,4
3534,A Movie Script Ending,Death Cab for Cutie,2001,4.324666667,42,92.016,4
3535,Commute - Remastered,Theatre Of Tragedy,2000,5.43155,14,100.004,4
